date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,check_total
2023-07-12,816-72-8853,A,Banglore,Member,Female,Sports And Travel,27.93,5,6.9825,146.6325,15:48,Cash,139.65,4.761904762,6.9825,5.9,146.6325
2023-07-13,491-38-3499,A,Banglore,Member,Male,Fashion Accessories,55.45,1,2.7725,58.2225,17:46,Credit Card,55.45,4.761904762,2.7725,4.9,58.222500000000004
2023-07-14,322-02-2271,B,Hyderabad,Normal,Female,Sports And Travel,42.97,3,6.4455,135.3555,11:46,Cash,128.91,4.761904762,6.4455,9.3,135.3555
2023-07-17,842-29-4695,C,Vizag,Member,Male,Sports And Travel,17.14,7,5.999,125.979,12:07,Credit Card,119.98,4.761904762,5.999,7.9,125.979
2023-07-18,725-67-2480,B,Hyderabad,Member,Female,Fashion Accessories,58.75,6,17.625,370.125,18:14,Credit Card,352.5,4.761904762,17.625,5.9,370.125
2023-07-19,641-51-2661,C,Vizag,Member,Female,Food And Beverages,87.1,10,43.55,914.55,14:45,Credit Card,871.0,4.761904762,43.55,9.9,914.55
2023-07-20,714-02-3114,C,Vizag,Normal,Female,Sports And Travel,98.8,2,9.88,207.48,11:39,Cash,197.6,4.761904762,9.88,7.7,207.48
2023-07-21,518-17-2983,A,Banglore,Normal,Female,Fashion Accessories,48.63,4,9.726,204.246,15:44,Ewallet,194.52,4.761904762,9.726,7.6,204.246
2023-07-24,779-42-2410,B,Hyderabad,Member,Male,Food And Beverages,57.74,3,8.661,181.881,13:06,Ewallet,173.22,4.761904762,8.661,7.7,181.881
2023-07-25,190-14-3147,B,Hyderabad,Normal,Female,Health And Beauty,17.97,4,3.594,75.474,20:43,Ewallet,71.88,4.761904762,3.594,6.4,75.47399999999999
2023-07-26,408-66-6712,C,Vizag,Member,Female,Health And Beauty,47.71,6,14.313,300.573,14:19,Ewallet,286.26,4.761904762,14.313,4.4,300.573
2023-07-27,679-22-6530,B,Hyderabad,Normal,Female,Sports And Travel,40.62,2,4.062,85.302,10:01,Credit Card,81.24,4.761904762,4.062,4.1,85.30199999999999
2023-07-28,588-47-8641,A,Banglore,Member,Male,Fashion Accessories,56.04,10,28.02,588.42,19:30,Ewallet,560.4,4.761904762,28.02,4.4,588.42
2023-07-31,642-61-4706,B,Hyderabad,Member,Male,Food And Beverages,93.4,2,9.34,196.14,16:34,Cash,186.8,4.761904762,9.34,5.5,196.14000000000001
2023-08-01,576-31-4774,B,Hyderabad,Normal,Female,Health And Beauty,73.41,3,11.0115,231.2415,13:10,Ewallet,220.23,4.761904762,11.0115,4.0,231.2415
2023-08-02,556-41-6224,C,Vizag,Normal,Male,Health And Beauty,33.64,8,13.456,282.576,17:10,Credit Card,269.12,4.761904762,13.456,9.3,282.576
2023-08-03,811-03-8790,A,Banglore,Normal,Female,Electronic Accessories,45.48,10,22.74,477.54,10:22,Credit Card,454.8,4.761904762,22.74,4.8,477.53999999999996
2023-08-04,242-11-3142,B,Hyderabad,Member,Male,Fashion Accessories,83.77,2,8.377,175.917,19:57,Cash,167.54,4.761904762,8.377,4.6,175.917
2023-08-07,752-23-3760,B,Hyderabad,Member,Female,Sports And Travel,64.08,7,22.428,470.988,19:29,Credit Card,448.56,4.761904762,22.428,7.3,470.988
2023-08-08,274-05-5470,A,Banglore,Member,Female,Food And Beverages,73.47,4,14.694,308.574,18:30,Cash,293.88,4.761904762,14.694,6.0,308.574
2023-08-09,648-94-3045,C,Vizag,Normal,Male,Health And Beauty,58.95,10,29.475,618.975,14:27,Ewallet,589.5,4.761904762,29.475,8.1,618.975
2023-08-10,130-67-4723,A,Banglore,Member,Male,Food And Beverages,48.5,6,14.55,305.55,13:57,Ewallet,291.0,4.761904762,14.55,9.4,305.55
2023-08-11,528-87-5606,B,Hyderabad,Member,Female,Electronic Accessories,39.48,1,1.974,41.454,19:43,Cash,39.48,4.761904762,1.974,6.5,41.45399999999999
2023-08-14,320-85-2052,B,Hyderabad,Normal,Female,Sports And Travel,34.81,1,1.7405,36.5505,10:11,Credit Card,34.81,4.761904762,1.7405,7.0,36.5505
2023-08-15,370-96-0655,C,Vizag,Normal,Female,Fashion Accessories,49.32,6,14.796,310.716,13:46,Ewallet,295.92,4.761904762,14.796,7.1,310.716
2023-08-16,105-10-6182,A,Banglore,Member,Male,Fashion Accessories,21.48,2,2.148,45.108,12:22,Ewallet,42.96,4.761904762,2.148,6.6,45.108000000000004
2023-08-17,510-79-0415,B,Hyderabad,Member,Female,Sports And Travel,23.08,6,6.924,145.404,19:20,Ewallet,138.48,4.761904762,6.924,4.9,145.404
2023-08-18,241-96-5076,B,Hyderabad,Member,Female,Home And Lifestyle,49.1,2,4.91,103.11,12:58,Credit Card,98.2,4.761904762,4.91,6.4,103.11
2023-08-21,767-97-4650,B,Hyderabad,Member,Female,Sports And Travel,64.83,2,6.483,136.143,11:59,Credit Card,129.66,4.761904762,6.483,8.0,136.143
2023-08-22,648-83-1321,A,Banglore,Member,Male,Home And Lifestyle,63.56,10,31.78,667.38,17:59,Cash,635.6,4.761904762,31.78,4.3,667.38
2023-08-23,173-57-2300,C,Vizag,Member,Male,Sports And Travel,72.88,2,7.288,153.048,12:51,Cash,145.76,4.761904762,7.288,6.1,153.048
2023-08-24,305-03-2383,A,Banglore,Normal,Female,Food And Beverages,67.1,3,10.065,211.365,10:36,Cash,201.3,4.761904762,10.065,7.5,211.36499999999998
2023-08-25,394-55-6384,C,Vizag,Member,Female,Sports And Travel,70.19,9,31.5855,663.2955,13:38,Cash,631.71,4.761904762,31.5855,6.7,663.2955000000001
2023-08-28,266-20-6657,C,Vizag,Member,Male,Food And Beverages,55.04,7,19.264,404.544,19:39,Ewallet,385.28,4.761904762,19.264,5.2,404.544
2023-08-29,689-05-1884,A,Banglore,Member,Male,Health And Beauty,48.63,10,24.315,510.615,12:44,Cash,486.3,4.761904762,24.315,8.8,510.615
2023-08-30,196-01-2849,C,Vizag,Member,Female,Fashion Accessories,73.38,7,25.683,539.343,13:56,Cash,513.66,4.761904762,25.683,9.5,539.343
2023-08-31,372-62-5264,C,Vizag,Normal,Female,Food And Beverages,52.6,9,23.67,497.07,14:42,Cash,473.4,4.761904762,23.67,7.6,497.07000000000005
2023-09-01,800-09-8606,A,Banglore,Member,Female,Home And Lifestyle,87.37,5,21.8425,458.6925,19:45,Cash,436.85,4.761904762,21.8425,6.6,458.6925
2023-09-04,182-52-7000,A,Banglore,Member,Female,Sports And Travel,27.04,4,5.408,113.568,20:26,Ewallet,108.16,4.761904762,5.408,6.9,113.568
2023-09-05,826-58-8051,B,Hyderabad,Normal,Male,Home And Lifestyle,62.19,4,12.438,261.198,19:46,Ewallet,248.76,4.761904762,12.438,4.3,261.198
2023-09-06,868-06-0466,A,Banglore,Member,Male,Electronic Accessories,69.58,9,31.311,657.531,19:38,Credit Card,626.22,4.761904762,31.311,7.8,657.5310000000001
2023-09-07,751-41-9720,C,Vizag,Normal,Male,Home And Lifestyle,97.5,10,48.75,1023.75,16:18,Ewallet,975.0,4.761904762,48.75,8.0,1023.75
2023-09-08,626-43-7888,C,Vizag,Normal,Female,Fashion Accessories,60.41,8,24.164,507.444,12:23,Ewallet,483.28,4.761904762,24.164,9.6,507.44399999999996
2023-09-11,176-64-7711,B,Hyderabad,Normal,Male,Food And Beverages,32.32,3,4.848,101.808,19:11,Credit Card,96.96,4.761904762,4.848,4.3,101.808
2023-09-12,191-29-0321,B,Hyderabad,Member,Female,Fashion Accessories,19.77,10,9.885,207.585,18:57,Credit Card,197.7,4.761904762,9.885,5.0,207.58499999999998
2023-09-13,729-06-2010,B,Hyderabad,Member,Male,Health And Beauty,80.47,9,36.2115,760.4415,11:18,Cash,724.23,4.761904762,36.2115,9.2,760.4415
2023-09-14,640-48-5028,B,Hyderabad,Member,Female,Home And Lifestyle,88.39,9,39.7755,835.2855,12:40,Cash,795.51,4.761904762,39.7755,6.3,835.2855
2023-09-15,186-79-9562,B,Hyderabad,Normal,Male,Health And Beauty,71.77,7,25.1195,527.5095,14:06,Cash,502.39,4.761904762,25.1195,8.9,527.5095
2023-09-18,834-45-5519,B,Hyderabad,Normal,Female,Electronic Accessories,43.0,4,8.6,180.6,20:48,Ewallet,172.0,4.761904762,8.6,7.6,180.6
2023-09-19,162-65-8559,C,Vizag,Member,Male,Food And Beverages,68.98,1,3.449,72.429,20:13,Cash,68.98,4.761904762,3.449,4.8,72.429
2023-09-20,760-27-5490,C,Vizag,Normal,Male,Fashion Accessories,15.62,8,6.248,131.208,20:37,Ewallet,124.96,4.761904762,6.248,9.1,131.208
2023-09-21,445-30-9252,A,Banglore,Normal,Male,Sports And Travel,25.7,3,3.855,80.955,17:59,Ewallet,77.1,4.761904762,3.855,6.1,80.955
2023-09-22,786-94-2700,A,Banglore,Member,Male,Food And Beverages,80.62,6,24.186,507.906,20:18,Cash,483.72,4.761904762,24.186,9.1,507.906
2023-09-25,728-88-7867,C,Vizag,Member,Female,Home And Lifestyle,75.53,4,15.106,317.226,15:52,Ewallet,302.12,4.761904762,15.106,8.3,317.226
2023-09-26,183-21-3799,C,Vizag,Normal,Female,Electronic Accessories,77.63,9,34.9335,733.6035,15:14,Ewallet,698.67,4.761904762,34.9335,7.2,733.6034999999999
2023-09-27,268-20-3585,C,Vizag,Normal,Female,Health And Beauty,13.85,9,6.2325,130.8825,12:50,Ewallet,124.65,4.761904762,6.2325,6.0,130.8825
2023-09-28,735-32-9839,C,Vizag,Member,Male,Fashion Accessories,98.7,8,39.48,829.08,10:36,Ewallet,789.6,4.761904762,39.48,8.5,829.08
2023-09-29,258-92-7466,A,Banglore,Normal,Female,Health And Beauty,35.68,5,8.92,187.32,18:33,Credit Card,178.4,4.761904762,8.92,6.6,187.32
2023-10-02,857-16-3520,A,Banglore,Member,Female,Fashion Accessories,71.46,7,25.011,525.231,16:06,Ewallet,500.22,4.761904762,25.011,4.5,525.231
2023-10-03,482-17-1179,A,Banglore,Member,Male,Electronic Accessories,11.94,3,1.791,37.611,12:47,Credit Card,35.82,4.761904762,1.791,8.1,37.611
2023-10-04,788-21-5741,A,Banglore,Normal,Male,Fashion Accessories,45.38,3,6.807,142.947,13:34,Credit Card,136.14,4.761904762,6.807,7.2,142.947
2023-10-05,821-14-9046,B,Hyderabad,Member,Female,Fashion Accessories,17.48,6,5.244,110.124,15:04,Credit Card,104.88,4.761904762,5.244,6.1,110.124
2023-10-06,418-05-0656,B,Hyderabad,Normal,Female,Fashion Accessories,25.56,7,8.946,187.866,20:42,Cash,178.92,4.761904762,8.946,7.1,187.86599999999999
2023-10-09,678-79-0726,C,Vizag,Member,Female,Sports And Travel,90.63,9,40.7835,856.4535,15:28,Cash,815.67,4.761904762,40.7835,5.1,856.4535
2023-10-10,776-68-1096,B,Hyderabad,Normal,Male,Home And Lifestyle,44.12,3,6.618,138.978,13:45,Credit Card,132.36,4.761904762,6.618,7.9,138.97799999999998
2023-10-11,592-46-1692,C,Vizag,Member,Female,Food And Beverages,36.77,7,12.8695,270.2595,20:10,Cash,257.39,4.761904762,12.8695,7.4,270.25950000000006
2023-10-12,434-35-9162,B,Hyderabad,Member,Male,Food And Beverages,23.34,4,4.668,98.028,18:53,Ewallet,93.36,4.761904762,4.668,7.4,98.028
2023-10-13,149-14-0304,C,Vizag,Member,Female,Health And Beauty,28.5,8,11.4,239.4,14:24,Cash,228.0,4.761904762,11.4,6.6,239.4
2023-10-16,442-44-6497,C,Vizag,Member,Male,Home And Lifestyle,55.57,3,8.3355,175.0455,11:42,Credit Card,166.71,4.761904762,8.3355,5.9,175.0455
2023-10-17,174-64-0215,B,Hyderabad,Normal,Male,Sports And Travel,69.74,10,34.87,732.27,17:49,Credit Card,697.4,4.761904762,34.87,8.9,732.27
2023-10-18,210-74-9613,C,Vizag,Normal,Male,Fashion Accessories,97.26,4,19.452,408.492,15:33,Ewallet,389.04,4.761904762,19.452,6.8,408.492
2023-10-19,299-29-0180,B,Hyderabad,Member,Female,Home And Lifestyle,52.18,7,18.263,383.523,10:54,Cash,365.26,4.761904762,18.263,9.3,383.52299999999997
2023-10-20,247-11-2470,A,Banglore,Member,Female,Fashion Accessories,22.32,4,4.464,93.744,16:23,Credit Card,89.28,4.761904762,4.464,4.4,93.744
2023-10-23,635-28-5728,A,Banglore,Normal,Male,Health And Beauty,56.0,3,8.4,176.4,19:33,Ewallet,168.0,4.761904762,8.4,4.8,176.4
2023-10-24,756-49-0168,A,Banglore,Member,Male,Fashion Accessories,19.7,1,0.985,20.685,11:39,Ewallet,19.7,4.761904762,0.985,9.5,20.685
2023-10-25,438-23-1242,B,Hyderabad,Normal,Male,Electronic Accessories,75.88,7,26.558,557.718,10:38,Ewallet,531.16,4.761904762,26.558,8.9,557.718
2023-10-26,238-45-6950,B,Hyderabad,Member,Male,Food And Beverages,53.72,1,2.686,56.406,20:03,Ewallet,53.72,4.761904762,2.686,6.4,56.406
2023-10-27,607-65-2441,C,Vizag,Member,Male,Health And Beauty,81.95,10,40.975,860.475,12:39,Credit Card,819.5,4.761904762,40.975,6.0,860.475
2023-10-30,386-27-7606,C,Vizag,Member,Female,Home And Lifestyle,81.2,7,28.42,596.82,15:59,Credit Card,568.4,4.761904762,28.42,8.1,596.8199999999999
2023-10-31,137-63-5492,C,Vizag,Normal,Male,Electronic Accessories,58.76,10,29.38,616.98,14:26,Ewallet,587.6,4.761904762,29.38,9.0,616.98
2023-11-01,197-77-7132,B,Hyderabad,Member,Male,Electronic Accessories,91.56,8,36.624,769.104,18:22,Ewallet,732.48,4.761904762,36.624,6.0,769.104
2023-11-02,805-86-0265,A,Banglore,Normal,Male,Home And Lifestyle,93.96,9,42.282,887.922,11:32,Cash,845.64,4.761904762,42.282,9.8,887.922
2023-11-03,733-29-1227,C,Vizag,Normal,Male,Home And Lifestyle,55.61,7,19.4635,408.7335,12:41,Cash,389.27,4.761904762,19.4635,8.5,408.7335
2023-11-06,451-73-2711,C,Vizag,Normal,Male,Food And Beverages,84.83,1,4.2415,89.0715,15:20,Ewallet,84.83,4.761904762,4.2415,8.8,89.0715
2023-11-07,373-14-0504,A,Banglore,Member,Female,Sports And Travel,71.63,2,7.163,150.423,14:33,Ewallet,143.26,4.761904762,7.163,8.8,150.423
2023-11-08,546-80-2899,A,Banglore,Member,Male,Home And Lifestyle,37.69,2,3.769,79.149,15:29,Ewallet,75.38,4.761904762,3.769,9.5,79.149
2023-11-09,345-68-9016,C,Vizag,Member,Female,Sports And Travel,31.67,8,12.668,266.028,16:19,Credit Card,253.36,4.761904762,12.668,5.6,266.028
2023-11-10,390-17-5806,C,Vizag,Member,Female,Food And Beverages,38.42,1,1.921,40.341,16:33,Cash,38.42,4.761904762,1.921,8.6,40.341
2023-11-13,457-13-1708,B,Hyderabad,Member,Male,Fashion Accessories,65.23,10,32.615,684.915,19:07,Credit Card,652.3,4.761904762,32.615,5.2,684.9150000000001
2023-11-14,664-14-2882,C,Vizag,Member,Female,Home And Lifestyle,10.53,5,2.6325,55.2825,14:43,Credit Card,52.65,4.761904762,2.6325,5.8,55.2825
2023-11-15,487-79-6868,B,Hyderabad,Member,Female,Home And Lifestyle,12.29,9,5.5305,116.1405,19:28,Credit Card,110.61,4.761904762,5.5305,8.0,116.14049999999999
2023-11-16,314-23-4520,C,Vizag,Member,Male,Health And Beauty,81.23,7,28.4305,597.0405,20:44,Cash,568.61,4.761904762,28.4305,9.0,597.0405000000001
2023-11-17,210-30-7976,B,Hyderabad,Member,Female,Fashion Accessories,22.32,4,4.464,93.744,11:16,Ewallet,89.28,4.761904762,4.464,4.1,93.744
2023-11-20,585-86-8361,A,Banglore,Normal,Female,Food And Beverages,27.28,5,6.82,143.22,10:31,Credit Card,136.4,4.761904762,6.82,8.6,143.22
2023-11-21,807-14-7833,A,Banglore,Member,Female,Electronic Accessories,17.42,10,8.71,182.91,12:30,Ewallet,174.2,4.761904762,8.71,7.0,182.91000000000003
2023-11-22,775-72-1988,B,Hyderabad,Normal,Male,Home And Lifestyle,73.28,5,18.32,384.72,15:05,Ewallet,366.4,4.761904762,18.32,8.4,384.71999999999997
2023-11-23,288-38-3758,C,Vizag,Member,Female,Fashion Accessories,84.87,3,12.7305,267.3405,18:30,Ewallet,254.61,4.761904762,12.7305,7.4,267.3405
2023-11-24,652-43-6591,A,Banglore,Normal,Female,Fashion Accessories,97.29,8,38.916,817.236,13:18,Credit Card,778.32,4.761904762,38.916,6.2,817.2360000000001
2023-11-27,785-96-0615,B,Hyderabad,Member,Female,Electronic Accessories,35.74,8,14.296,300.216,15:28,Ewallet,285.92,4.761904762,14.296,4.9,300.216
2023-11-28,406-46-7107,A,Banglore,Normal,Female,Home And Lifestyle,96.52,6,28.956,608.076,11:52,Cash,579.12,4.761904762,28.956,4.5,608.076
2023-11-29,250-17-5703,A,Banglore,Member,Male,Food And Beverages,18.85,10,9.425,197.925,18:24,Ewallet,188.5,4.761904762,9.425,5.6,197.925
2023-11-30,156-95-3964,A,Banglore,Normal,Female,Food And Beverages,55.39,4,11.078,232.638,15:19,Ewallet,221.56,4.761904762,11.078,8.0,232.638
2023-12-01,842-40-8179,B,Hyderabad,Member,Female,Food And Beverages,77.2,10,38.6,810.6,10:38,Credit Card,772.0,4.761904762,38.6,5.6,810.6
2023-12-04,525-09-8450,B,Hyderabad,Normal,Male,Electronic Accessories,72.13,10,36.065,757.365,15:12,Credit Card,721.3,4.761904762,36.065,4.2,757.365
2023-12-05,410-67-1709,A,Banglore,Member,Female,Fashion Accessories,63.88,8,25.552,536.592,17:48,Ewallet,511.04,4.761904762,25.552,9.9,536.592
2023-12-06,587-73-4862,A,Banglore,Member,Female,Health And Beauty,10.69,5,2.6725,56.1225,11:07,Ewallet,53.45,4.761904762,2.6725,7.6,56.122499999999995
2023-12-07,787-87-2010,A,Banglore,Member,Male,Health And Beauty,55.5,4,11.1,233.1,15:48,Credit Card,222.0,4.761904762,11.1,6.6,233.1
2023-12-08,593-14-4239,B,Hyderabad,Normal,Female,Home And Lifestyle,95.46,8,38.184,801.864,19:40,Ewallet,763.68,4.761904762,38.184,4.7,801.8639999999999
2023-12-11,801-88-0346,C,Vizag,Normal,Female,Fashion Accessories,76.06,3,11.409,239.589,20:30,Credit Card,228.18,4.761904762,11.409,9.8,239.589
2023-12-12,388-76-2555,B,Hyderabad,Normal,Male,Sports And Travel,13.69,6,4.107,86.247,13:59,Cash,82.14,4.761904762,4.107,6.3,86.247
2023-12-13,711-31-1234,B,Hyderabad,Normal,Female,Electronic Accessories,95.64,4,19.128,401.688,18:51,Cash,382.56,4.761904762,19.128,7.9,401.688
2023-12-14,886-54-6089,A,Banglore,Normal,Female,Home And Lifestyle,11.43,6,3.429,72.009,17:24,Cash,68.58,4.761904762,3.429,7.7,72.009
2023-12-15,707-32-7409,B,Hyderabad,Member,Female,Sports And Travel,95.54,4,19.108,401.268,11:58,Ewallet,382.16,4.761904762,19.108,4.5,401.26800000000003
2023-12-18,759-98-4285,C,Vizag,Member,Female,Health And Beauty,85.87,7,30.0545,631.1445,19:01,Credit Card,601.09,4.761904762,30.0545,8.0,631.1445
2023-12-19,201-63-8275,C,Vizag,Member,Female,Sports And Travel,67.99,7,23.7965,499.7265,16:50,Ewallet,475.93,4.761904762,23.7965,5.7,499.72649999999993
2023-12-20,471-06-8611,C,Vizag,Normal,Female,Food And Beverages,52.42,1,2.621,55.041,10:22,Credit Card,52.42,4.761904762,2.621,6.3,55.041000000000004
2023-12-21,200-16-5952,C,Vizag,Member,Male,Food And Beverages,65.65,2,6.565,137.865,16:46,Cash,131.3,4.761904762,6.565,6.0,137.865
2023-12-22,120-54-2248,B,Hyderabad,Normal,Female,Food And Beverages,28.86,5,7.215,151.515,18:08,Credit Card,144.3,4.761904762,7.215,8.0,151.51500000000001
2023-12-25,102-77-2261,C,Vizag,Member,Male,Health And Beauty,65.31,7,22.8585,480.0285,18:02,Credit Card,457.17,4.761904762,22.8585,4.2,480.0285
2023-12-26,875-31-8302,B,Hyderabad,Normal,Male,Sports And Travel,93.38,1,4.669,98.049,13:07,Cash,93.38,4.761904762,4.669,9.6,98.04899999999999
2023-12-27,102-06-2002,C,Vizag,Member,Male,Sports And Travel,25.25,5,6.3125,132.5625,17:52,Cash,126.25,4.761904762,6.3125,6.1,132.5625
2023-12-28,457-94-0464,B,Hyderabad,Member,Male,Electronic Accessories,87.87,9,39.5415,830.3715,20:32,Ewallet,790.83,4.761904762,39.5415,5.6,830.3715000000001
2023-12-29,629-42-4133,C,Vizag,Normal,Male,Health And Beauty,21.8,8,8.72,183.12,19:24,Cash,174.4,4.761904762,8.72,8.3,183.12
2024-01-01,534-53-3526,A,Banglore,Normal,Female,Sports And Travel,94.76,4,18.952,397.992,16:06,Ewallet,379.04,4.761904762,18.952,7.8,397.992
2024-01-02,307-04-2070,A,Banglore,Member,Female,Fashion Accessories,30.62,1,1.531,32.151,14:14,Credit Card,30.62,4.761904762,1.531,4.1,32.151
2024-01-03,468-99-7231,C,Vizag,Normal,Female,Home And Lifestyle,44.01,8,17.604,369.684,17:36,Cash,352.08,4.761904762,17.604,8.8,369.68399999999997
2024-01-04,516-77-6464,C,Vizag,Member,Female,Health And Beauty,10.16,5,2.54,53.34,13:08,Ewallet,50.8,4.761904762,2.54,4.1,53.339999999999996
2024-01-05,404-91-5964,A,Banglore,Normal,Male,Electronic Accessories,74.58,7,26.103,548.163,16:09,Credit Card,522.06,4.761904762,26.103,9.0,548.1629999999999
2024-01-08,886-77-9084,C,Vizag,Normal,Male,Electronic Accessories,71.89,8,28.756,603.876,11:33,Ewallet,575.12,4.761904762,28.756,5.5,603.876
2024-01-09,790-38-4466,C,Vizag,Normal,Female,Health And Beauty,10.99,5,2.7475,57.6975,10:18,Credit Card,54.95,4.761904762,2.7475,9.3,57.697500000000005
2024-01-10,704-10-4056,C,Vizag,Member,Male,Health And Beauty,60.47,3,9.0705,190.4805,10:55,Credit Card,181.41,4.761904762,9.0705,5.6,190.4805
2024-01-11,497-37-6538,A,Banglore,Normal,Male,Sports And Travel,58.91,7,20.6185,432.9885,15:15,Ewallet,412.37,4.761904762,20.6185,9.7,432.9885
2024-01-12,651-96-5970,A,Banglore,Normal,Male,Fashion Accessories,46.41,1,2.3205,48.7305,20:06,Credit Card,46.41,4.761904762,2.3205,4.0,48.7305
2024-01-15,400-80-4065,C,Vizag,Member,Male,Health And Beauty,68.55,4,13.71,287.91,20:21,Credit Card,274.2,4.761904762,13.71,9.2,287.90999999999997
2024-01-16,744-16-7898,B,Hyderabad,Normal,Female,Home And Lifestyle,97.37,10,48.685,1022.385,13:48,Credit Card,973.7,4.761904762,48.685,4.9,1022.385
2024-01-17,263-12-5321,A,Banglore,Member,Male,Electronic Accessories,92.6,7,32.41,680.61,12:52,Credit Card,648.2,4.761904762,32.41,9.3,680.6099999999999
2024-01-18,702-72-0487,A,Banglore,Normal,Female,Electronic Accessories,46.61,2,4.661,97.881,12:28,Credit Card,93.22,4.761904762,4.661,6.6,97.881
2024-01-19,605-83-1050,B,Hyderabad,Normal,Male,Fashion Accessories,27.18,2,2.718,57.078,16:26,Ewallet,54.36,4.761904762,2.718,4.3,57.078
2024-01-22,443-60-9639,C,Vizag,Member,Female,Home And Lifestyle,60.87,1,3.0435,63.9135,13:24,Cash,60.87,4.761904762,3.0435,5.5,63.9135
2024-01-23,864-24-7918,A,Banglore,Member,Female,Sports And Travel,24.49,10,12.245,257.145,15:15,Cash,244.9,4.761904762,12.245,8.1,257.145
2024-01-24,359-94-5395,B,Hyderabad,Normal,Male,Health And Beauty,92.78,1,4.639,97.419,10:50,Credit Card,92.78,4.761904762,4.639,9.8,97.419
2024-01-25,401-09-4232,C,Vizag,Member,Male,Home And Lifestyle,86.69,5,21.6725,455.1225,18:38,Ewallet,433.45,4.761904762,21.6725,9.4,455.1225
2024-01-26,751-15-6198,B,Hyderabad,Normal,Male,Sports And Travel,23.01,6,6.903,144.963,16:45,Ewallet,138.06,4.761904762,6.903,7.9,144.963
2024-01-29,324-41-6833,C,Vizag,Member,Female,Electronic Accessories,30.2,8,12.08,253.68,19:30,Ewallet,241.6,4.761904762,12.08,5.1,253.68
2024-01-30,474-33-8305,C,Vizag,Member,Male,Fashion Accessories,67.39,7,23.5865,495.3165,13:23,Ewallet,471.73,4.761904762,23.5865,6.9,495.3165
2024-01-31,759-29-9521,A,Banglore,Member,Female,Fashion Accessories,48.96,9,22.032,462.672,11:27,Cash,440.64,4.761904762,22.032,8.0,462.67199999999997
2024-02-01,831-81-6575,B,Hyderabad,Member,Female,Electronic Accessories,75.59,9,34.0155,714.3255,11:12,Cash,680.31,4.761904762,34.0155,8.0,714.3255
2024-02-02,220-68-6701,A,Banglore,Normal,Female,Home And Lifestyle,77.47,4,15.494,325.374,16:36,Cash,309.88,4.761904762,15.494,4.2,325.374
2024-02-05,618-34-8551,A,Banglore,Normal,Female,Sports And Travel,93.18,2,9.318,195.678,18:41,Credit Card,186.36,4.761904762,9.318,8.5,195.67800000000003
2024-02-06,257-60-7754,A,Banglore,Normal,Female,Electronic Accessories,50.23,4,10.046,210.966,17:12,Cash,200.92,4.761904762,10.046,9.0,210.96599999999998
2024-02-07,559-61-5987,B,Hyderabad,Normal,Female,Health And Beauty,17.75,1,0.8875,18.6375,10:38,Cash,17.75,4.761904762,0.8875,8.6,18.6375
2024-02-08,189-55-2313,C,Vizag,Normal,Female,Fashion Accessories,62.18,10,31.09,652.89,10:33,Ewallet,621.8,4.761904762,31.09,6.0,652.89
2024-02-09,565-91-4567,B,Hyderabad,Normal,Male,Health And Beauty,10.75,8,4.3,90.3,14:38,Ewallet,86.0,4.761904762,4.3,6.2,90.3
2024-02-12,380-60-5336,A,Banglore,Normal,Female,Electronic Accessories,40.26,10,20.13,422.73,18:06,Credit Card,402.6,4.761904762,20.13,5.0,422.72999999999996
2024-02-13,815-04-6282,C,Vizag,Member,Female,Sports And Travel,64.97,5,16.2425,341.0925,12:52,Credit Card,324.85,4.761904762,16.2425,6.5,341.09250000000003
2024-02-14,674-56-6360,A,Banglore,Normal,Male,Electronic Accessories,95.15,1,4.7575,99.9075,14:00,Cash,95.15,4.761904762,4.7575,6.0,99.9075
2024-02-15,778-34-2523,A,Banglore,Member,Female,Electronic Accessories,48.62,8,19.448,408.408,10:57,Cash,388.96,4.761904762,19.448,5.0,408.40799999999996
2024-02-16,499-27-7781,B,Hyderabad,Normal,Female,Food And Beverages,53.21,8,21.284,446.964,16:45,Ewallet,425.68,4.761904762,21.284,5.0,446.964
2024-02-19,477-59-2456,C,Vizag,Normal,Female,Fashion Accessories,45.44,7,15.904,333.984,11:15,Cash,318.08,4.761904762,15.904,9.2,333.984
2024-02-20,832-51-6761,A,Banglore,Normal,Male,Food And Beverages,33.88,8,13.552,284.592,20:29,Ewallet,271.04,4.761904762,13.552,9.6,284.59200000000004
2024-02-21,869-11-3082,B,Hyderabad,Member,Male,Health And Beauty,96.16,4,19.232,403.872,20:03,Credit Card,384.64,4.761904762,19.232,8.4,403.87199999999996
2024-02-22,190-59-3964,B,Hyderabad,Member,Male,Food And Beverages,47.16,5,11.79,247.59,14:35,Credit Card,235.8,4.761904762,11.79,6.0,247.58999999999997
2024-02-23,366-43-6862,B,Hyderabad,Normal,Male,Electronic Accessories,52.89,4,10.578,222.138,16:32,Ewallet,211.56,4.761904762,10.578,6.7,222.138
2024-02-26,186-43-8965,A,Banglore,Member,Female,Home And Lifestyle,47.68,2,4.768,100.128,10:10,Credit Card,95.36,4.761904762,4.768,4.1,100.128
2024-02-27,784-21-9238,C,Vizag,Member,Male,Sports And Travel,10.17,1,0.5085,10.6785,14:15,Cash,10.17,4.761904762,0.5085,5.9,10.6785
